Line number,Character (in script),Character (actual),Off screen,Voice-over,Place,Time,Line,Word count
682,Butch,Butch,TRUE,FALSE,int. motel (room six),night,Que hora es?,3
683,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Que hora es?,3
684,Butch,Butch,TRUE,FALSE,int. motel (room six),night,What time is it?,4
685,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,What time is it?,4
686,Butch,Butch,TRUE,FALSE,int. motel (room six),night,"Time for bed. Sweet dream, jellybean.",6
687,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Butch.,1
688,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Forget it.,2
689,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Merde! You startled me. Did you have a bad dream?,10
690,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,What are you watching?,4
691,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"A motorcycle movie, I'm not sure the name.",8
692,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Are you watchin' it?,4
693,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,In a way. Why? Would you like for me to switch it off?,13
694,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Would you please?,3
695,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,It's a little too early in the morning for explosions and war.,12
696,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,What was it about?,4
697,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"How should I know, you were the one watchin' it.",10
698,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"No, imbecile, what was your dream about?",7
699,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"Oh, I... don't remember. It's really rare I remember a dream.",11
700,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,You just woke up from it.,6
701,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"Fabienne, I'm not lying to you, I don't remember.",9
702,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"Well, let's look at the grumpy man in the morning. I didn't say you were lying, it's just odd you don't remember your dreams. I always remember mine. Did you know you talk in your sleep?",36
703,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"I don't talk in my sleep, do I talk in my sleep?",12
704,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,You did last night.,4
705,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,What did I say?,4
706,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,I don't know. I couldn't understand you.,7
707,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Why don't you get up and we'll get some breakfast at that breakfast place with the pancakes.,17
708,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,One more kiss and I'll get up.,7
709,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Satisfied?,1
710,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Yep.,1
711,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"Then get up, lazy bones.",5
712,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,What time is it?,4
713,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Almost nine in the morning. What time does our train arrive?,11
714,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Eleven.,1
715,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"I'm gonna order a big plate of blueberry pancakes with maple syrup, eggs over easy, and five sausages.",18
716,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Anything to drink with that?,5
717,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"Oh yes, that looks nice. To drink, a tall glass or orange juice and a black cup of coffee. After that, I'm going to have a slice of pie.",29
718,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Pie for breakfast?,3
719,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"Any time of the day is a good time for pie. Blueberry pie to go with the pancakes. And on top, a thin slice of melted cheese –",27
720,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,– where's my watch?,3
721,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,It's there.,2
722,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"No, it's not. It's not here.",6
723,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Have you looked?,3
724,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Yes I've fuckin' looked!!,4
725,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,What the fuck do you think I'm doing?! Are you sure you got it?,14
726,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Uhhh... yes... beside the table drawer –,6
727,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,– on the little kangaroo.,4
728,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"Yes, it was on your little kangaroo.",7
729,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Well it's not here!,4
730,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Well it should be!,4
731,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"Oh it most definitely should be here, but it's not. So where is it?",14
732,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"Fabienne, that was my father's fuckin' watch. You know what my father went through to git me that watch?... I don't wanna get into it right now... but he went through a lot. Now all this other shit, you coulda set on fire, but I specifically reminded you not to forget my father's watch. Now think, did you get it?",60
733,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,I believe so...,3
734,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"You believe so? You either did, or you didn't, now which one is it?",14
735,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Then I did.,3
736,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Are you sure?,3
737,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,No.,1
738,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,No! It's not your fault. You left it at the apartment.,11
739,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"If you did leave it at the apartment, it's not your fault. I had you bring a bunch of stuff. I reminded you about it, but I didn't illustrate how personal the watch was to me. If all I gave a fuck about was my watch, I should've told you. You ain't a mind reader.",55
740,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,I'm sorry.,2
741,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Don't be. It just means I won't be able to eat breakfast with you.,14
742,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Why does it mean that?,5
743,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,Because I'm going back to my apartment to get my watch.,11
744,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Won't the gangsters be looking for you there?,8
745,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"That's what I'm gonna find out. If they are, and I don't think I can handle it, I'll split.",19
746,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,"I was so dreadful. I saw your watch, I thought I brought it. I'm so sorry.",16
747,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"Don't feel bad, sugar pop. Nothing you could ever do would make me permanently angry at you. I love you, remember? Now here's some money, order those pancakes and have a great breakfast.",33
748,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Don't go.,2
749,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"I'll be back before you can say, blueberry pie.",9
750,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Blueberry pie.,2
751,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"Well maybe not that fast, but fast. Okay? Okay?",9
752,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Okay.,1
753,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,"Bye-bye, sugar pop.",3
754,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Bye.,1
755,Butch,Butch,FALSE,FALSE,int. motel (room six),morning,I'm gonna take your Honda.,5
756,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),morning,Okay.,1
757,Butch,Butch,FALSE,FALSE,int. Honda (moving),day,"Of all the fuckin' things she coulda forgot, she forgets my father's watch. I specifically reminded her not to forget it. ""Bedside table – on the kangaroo."" I said the words: ""Don't forget my father's watch.""",35
758,Butch,Butch,FALSE,FALSE,int. Butch's apartment,day,Holy shit.,2
759,Butch,Butch,FALSE,FALSE,int. Honda,day,"That's how you're gonna beat 'em, Butch. They keep underestimatin' ya.",11
760,Pedestrian,Pedestrian,FALSE,FALSE,int. Honda,day,"Jesus, are you okay?",4
761,Butch,Butch,FALSE,FALSE,int. Honda,day,I guess.,2
762,Gawker #1,Gawker #1,FALSE,FALSE,int. Honda,day,He's dead! He's dead!,4
763,Gawker #2,Gawker #2,FALSE,FALSE,int. Honda,day,"If you need a witness in court, I'll be glad to help. He was a drunken maniac. He hit you and crashed into that car.",25
764,Marsellus,Marsellus,FALSE,FALSE,int. Honda,day,Who?,1
765,Gawker #2,Gawker #2,FALSE,FALSE,int. Honda,day,Him.,1
766,Marsellus,Marsellus,FALSE,FALSE,int. Honda,day,"Well, I'll be damned.",4
767,Butch,Butch,FALSE,FALSE,int. Honda,day,Sacre bleu.,2
768,Looky-loo woman,Looky-loo woman,FALSE,FALSE,int. Honda,day,"Oh my God, I've been shot!",6
769,Maynard,Maynard,FALSE,FALSE,int. Mason-Dixie pawnshop,day,Can I help you wit' somethin'?,6
770,Butch,Butch,FALSE,FALSE,int. Mason-Dixie pawnshop,day,Shut up!,2
771,Maynard,Maynard,FALSE,FALSE,int. Mason-Dixie pawnshop,day,Now you just wait one goddamn minute –,7
772,Butch,Butch,FALSE,FALSE,int. Mason-Dixie pawnshop,day,"So you like chasing people, huh?",6
773,Butch,Butch,FALSE,FALSE,int. Mason-Dixie pawnshop,day,"Well guess what, big man, you caught me –",8
774,Maynard,Maynard,TRUE,FALSE,int. Mason-Dixie pawnshop,day,"– hold it right there, godammit!",5
775,Butch,Butch,FALSE,FALSE,int. Mason-Dixie pawnshop,day,"Look mister, this ain't any of your business –",8
776,Maynard,Maynard,FALSE,FALSE,int. Mason-Dixie pawnshop,day,– I'm makin' it my business! Now toss that gun!,9
777,Maynard,Maynard,FALSE,FALSE,int. Mason-Dixie pawnshop,day,"Now you on top, stand up and come to the counter.",11
778,Maynard,Maynard,FALSE,FALSE,int. Mason-Dixie pawnshop,day,Zed? It's Maynard. The spider just caught a coupl'a flies.,10
779,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,Nobody kills anybody in my place of business except me or Zed.,12
780,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,That's Zed.,2
781,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,You said you waited for me?,6
782,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,I did.,2
783,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,Then how come they're all beat up?,7
784,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,They did that to each other. They was fightin' when they came in. This one was gonna shoot that one.,20
785,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,You were gonna shoot him?,5
786,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,"Hey, is Grace gonna be okay in front of this place?",11
787,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,"Yeah, it ain't Tuesday is it?",6
788,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,"No, it's Thursday.",3
789,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,Then she'll be fine.,4
790,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,Bring out The Gimp.,4
791,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,I think The Gimp's sleepin'.,5
792,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,"Well, I guess you'll just wake 'em up then, won't you?",11
793,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,Wake up!,2
794,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,Down!,1
795,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,Who's first?,2
796,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,I ain't fer sure yet.,5
797,Zed,Zed,FALSE,FALSE,int. pawnshop back room,day,Wanna do it here?,4
798,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,"Naw, drag big boy to Russell's old room.",8
799,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,Up!,1
800,Maynard,Maynard,FALSE,FALSE,int. pawnshop back room,day,Keep an eye on this one.,6
801,Maynard,Maynard,TRUE,FALSE,int. pawnshop back room,day,"Whoa, this boy's got a bit of fight in 'em!",10
802,Zed,Zed,TRUE,FALSE,int. pawnshop back room,day,"You wanna fight? You wanna fight? Good, I like to fight!",11
803,Maynard,Maynard,TRUE,FALSE,int. pawnshop back room,day,"That's it... that's it boy, you're goin' fine. Oooooooh, just like that... that's good. Stay still... stay still goddamn ya! Zed goddammit, git over here and hold 'em!",28
804,The Gimp,The Gimp,FALSE,FALSE,int. pawnshop back room,day,Huhng?,1
805,Butch,Butch,FALSE,FALSE,int. Russell's old room,day,Hey hillbilly.,2
806,Butch,Butch,FALSE,FALSE,int. Russell's old room,day,"You want that gun, Zed? Pick it up.",8
807,Marsellus,Marsellus,TRUE,FALSE,int. Russell's old room,day,"Step aside, Butch.",3
808,Butch,Butch,FALSE,FALSE,int. Russell's old room,day,You okay?,2
809,Marsellus,Marsellus,FALSE,FALSE,int. Russell's old room,day,Naw man. I'm pretty fuckin' far from okay!,8
810,Butch,Butch,FALSE,FALSE,int. Russell's old room,day,What now?,2
811,Marsellus,Marsellus,FALSE,FALSE,int. Russell's old room,day,"What now? Well let me tell you what now. I'm gonna call a couple pipe- hittin' niggers, who'll go to work on homes here with a pair of pliers and a blow torch. Hear me talkin' hillbilly boy?! I ain't through with you by a damn sight. I'm gonna git Medieval on your ass.",54
812,Butch,Butch,FALSE,FALSE,int. Russell's old room,day,"I meant what now, between me and you?",8
813,Marsellus,Marsellus,FALSE,FALSE,int. Russell's old room,day,"Oh, that what now? Well, let me tell ya what now between me an' you. There is no me an' you. Not no more.",24
814,Butch,Butch,FALSE,FALSE,int. Russell's old room,day,So we're cool?,3
815,Marsellus,Marsellus,FALSE,FALSE,int. Russell's old room,day,"Yeah man, we're cool. One thing I ask – two things I ask: Don't tell nobody about this. This shit's between me and you and the soon-to-be-livin'- the-rest-of-his-short-ass-life-in- agonizing-pain, Mr. Rapist here. It ain't nobody else's business. Two: leave town. Tonight. Right now. And when you're gone, stay gone. You've lost your Los Angeles privileges. Deal?",55
816,Butch,Butch,FALSE,FALSE,int. Russell's old room,day,Deal.,1
817,Marsellus,Marsellus,FALSE,FALSE,int. Russell's old room,day,"Go on now, get your ass outta here.",8
818,Marsellus,Marsellus,FALSE,FALSE,int. Russell's old room,day,"Hello Mr. Wolf, it's Marsellus. Gotta bit of a situation.",10
819,Fabienne,Fabienne,TRUE,FALSE,ext. motel room,day,"Butch, I was so worried!",5
820,Butch,Butch,FALSE,FALSE,ext. motel room,day,"Honey, grab your radio and your purse and let's go!",10
821,Fabienne,Fabienne,TRUE,FALSE,ext. motel room,day,But what about all our bags?,6
822,Butch,Butch,FALSE,FALSE,ext. motel room,day,Fuck the bags. We'll miss our train if we don't split now.,12
823,Fabienne,Fabienne,TRUE,FALSE,ext. motel room,day,Is everything well? Are we in danger?,7
824,Butch,Butch,FALSE,FALSE,ext. motel room,day,"We're cool. In fact, we're super- cool. But we gots to go. I'll wait for you outside.",17
825,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,Where did you get this motorcycle?,6
826,Butch,Butch,FALSE,FALSE,ext. motel room,day,"It's a chopper, baby, hop on.",6
827,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,What happened to my Honda?,5
828,Butch,Butch,FALSE,FALSE,ext. motel room,day,"Sorry baby, I crashed the Honda.",6
829,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,You're hurt?,2
830,Butch,Butch,FALSE,FALSE,ext. motel room,day,"I might've broke my nose, no biggie. Hop on.",9
831,Butch,Butch,FALSE,FALSE,ext. motel room,day,"Honey, we gotta hit the fuckin' road!",7
832,Butch,Butch,FALSE,FALSE,ext. motel room,day,"I'm sorry, baby-love.",3
833,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,"You were gone so long, I started to think dreadful thoughts.",11
834,Butch,Butch,FALSE,FALSE,ext. motel room,day,"I'm sorry I worried you, sweetie. Everything's fine. Hey, how was breakfast?",12
835,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,It was good –,3
836,Butch,Butch,FALSE,FALSE,ext. motel room,day,– did you get the blueberry pancakes?,6
837,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,"No, they didn't have blueberry pancakes, I had to get buttermilk – are you sure you're okay?",16
838,Butch,Butch,FALSE,FALSE,ext. motel room,day,"Baby-love, from the moment I left you, this has been without a doubt the single weirdest day of my entire life. Climb on an' I'll tell ya about it.",29
839,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,"Butch, whose motorcycle is this?",5
840,Butch,Butch,FALSE,FALSE,ext. motel room,day,It's a chopper.,3
841,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,Whose chopper is this?,4
842,Butch,Butch,FALSE,FALSE,ext. motel room,day,Zed's.,1
843,Fabienne,Fabienne,FALSE,FALSE,ext. motel room,day,Who's Zed?,2
844,Butch,Butch,FALSE,FALSE,ext. motel room,day,"Zed's dead, baby, Zed's dead.",5
845,Jules,Jules,TRUE,FALSE,int. bathroom,morning,"You ever read the Bible, Brett?",6
846,Brett,Brett,TRUE,FALSE,int. bathroom,morning,Yes!,1
847,Jules,Jules,TRUE,FALSE,int. bathroom,morning,"There's a passage I got memorized, seems appropriate for this situation: Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men...""",36
848,Jules,Jules,TRUE,FALSE,int. bathroom,morning,"""...blessed is he who, in the name of charity and good will, shepherded the weak through the valley of darkness. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you.""",57
849,Vincent,Vincent,TRUE,FALSE,int. bathroom,morning,Friend of yours?,3
850,Jules,Jules,TRUE,FALSE,int. bathroom,morning,"Yeah, Marvin-Vincent-Vincent-Marvin.",2
851,Fourth man,Fourth man,FALSE,FALSE,int. bathroom,morning,Die... die... die... die...!,4
852,Fourth man,Fourth man,FALSE,FALSE,int. bathroom,morning,I don't understand –,3
853,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,Why the fuck didn't you tell us about that guy in the bathroom? Slip your mind? Forget he was in there with a goddamn hand cannon?,26
854,Jules,Jules,FALSE,FALSE,int. bathroom,morning,We should be fuckin' dead right now. Did you see that gun he fired at us? It was bigger than him.,21
855,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,.357.,1
856,Jules,Jules,FALSE,FALSE,int. bathroom,morning,We should be fuckin' dead!,5
857,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,"Yeah, we were lucky.",4
858,Jules,Jules,FALSE,FALSE,int. bathroom,morning,That shit wasn't luck. That shit was somethin' else.,9
859,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,"Yeah, maybe.",2
860,Jules,Jules,FALSE,FALSE,int. bathroom,morning,That was... divine intervention. You know what divine intervention is?,10
861,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,"Yeah, I think so. That means God came down from Heaven and stopped the bullets.",15
862,Jules,Jules,FALSE,FALSE,int. bathroom,morning,"Yeah, man, that's what is means. That's exactly what it means! God came down from Heaven and stopped the bullets.",20
863,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,I think we should be going now.,7
864,Jules,Jules,FALSE,FALSE,int. bathroom,morning,Don't do that! Don't you fuckin' do that! Don't blow this shit off! What just happened was a fuckin' miracle!,20
865,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,"Chill the fuck out, Jules, this shit happens.",8
866,Jules,Jules,FALSE,FALSE,int. bathroom,morning,"Wrong, wrong, this shit doesn't just happen.",7
867,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,"Do you wanna continue this theological discussion in the car, or at the jailhouse with the cops?",17
868,Jules,Jules,FALSE,FALSE,int. bathroom,morning,"We should be fuckin' dead now, my friend! We just witnessed a miracle, and I want you to fuckin' acknowledge it!",21
869,Vincent,Vincent,FALSE,FALSE,int. bathroom,morning,"Okay man, it was a miracle, can we leave now?",10
870,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"...Ever seen that show ""COPS?"" I was watchin' it once and this cop was on it who was talkin' about this time he got into this gun fight with a guy in a hallway. He unloads on this guy and he doesn't hit anything. And these guys were in a hallway. It's a freak, but it happens.",57
871,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"If you wanna play blind man, then go walk with a Shepherd. But me, my eyes are wide fuckin' open.",20
872,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,What the fuck does that mean?,6
873,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"That's it for me. For here on in, you can consider my ass retired.",14
874,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,Jesus Christ!,2
875,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,Don't blaspheme!,2
876,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"Goddammit, Jules –",2
877,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,– I said don't do that –,5
878,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,– you're fuckin' freakin' out!,4
879,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,I'm tellin' Marsellus today I'm through.,6
880,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"While you're at it, be sure to tell 'im why.",10
881,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"Don't worry, I will.",4
882,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"I'll bet ya ten thousand dollars, he laughs his ass off.",11
883,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,I don't give a damn if he does.,8
884,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"Marvin, what do you make of all this?",8
885,Marvin,Marvin,FALSE,FALSE,int. Nova (moving),morning,I don't even have an opinion.,6
886,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"C'mon, Marvin. Do you think God came down from Heaven and stopped the bullets?",14
887,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,What the fuck's happening?,4
888,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,I just accidentally shot Marvin in the throat.,8
889,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,Why the fuck did you do that?,7
890,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,I didn't mean to do it. I said it was an accident.,12
891,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,I've seen a lot of crazy-ass shit in my time –,10
892,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"– chill out, man, it was an accident, okay? You hit a bump or somethin' and the gun went off.",19
893,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,The car didn't hit no motherfuckin' bump!,7
894,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"Look! I didn't mean to shoot this son-ofa-bitch, the gun just went off, don't ask me how!",17
895,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,Look at this mess! We're drivin' around on a city street in broad daylight –,14
896,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"– I know, I know, I wasn't thinkin' about the splatter.",10
897,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"Well you better be thinkin' about it now, motherfucker! We gotta get this car off the road. Cops tend to notice shit like you're driving a car drenched in fuckin' blood.",31
898,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,Can't we just take it to a friendly place?,9
899,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"This is the Valley, Vincent. Marsellus don't got no friendly places in the Valley.",14
900,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"Well, don't look at me, this is your town, Jules.",10
901,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,Who ya callin'?,3
902,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,A buddy of mine in Toluca Lake.,7
903,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,Where's Toluca Lake.,3
904,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"On the other side of the hill, by Burbank Studios. If Jimmie's ass ain't home, I don't know what the fuck we're gonna go. I ain't got any other partners in 818. Jimmie! How you doin' man, it's Jules. Listen up man, me an' my homeboy are in some serious shit. We're in a car we gotta get off the road, pronto! I need to use your garage for a couple hours.",72
905,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,We gotta be real fuckin' delicate with this Jimmie's situation. He's one remark away from kickin' our asses out the door.,21
906,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"If he kicks us out, whadda we do?",8
907,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"Well, we ain't leavin' 'til we made a couple phone calls. But I never want it to reach that pitch. Jimmie's my friend and you don't bust in your friend's house and start tellin' 'im what's what.",37
908,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,Just tell 'im not to be abusive. He kinda freaked out back there when he saw Marvin.,17
909,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"Put yourself in his position. It's eight o'clock in the morning. He just woke up, he wasn't prepared for this shit. Don't forget who's doin' who a favor.",28
910,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"If the price of that favor is I gotta take shit, he can stick his favor straight up his ass.",20
911,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,What the fuck did you just do to his towel?,10
912,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,I was just dryin' my hands.,6
913,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,You're supposed to wash 'em first.,6
914,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,You watched me wash 'em.,5
915,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,I watched you get 'em wet.,6
916,Vincent,Vincent,FALSE,FALSE,int. Nova (moving),morning,"I washed 'em. Blood's real hard to get off. Maybe if he had some Lava, I coulda done a better job.",21
917,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"I used the same soap you did and when I dried my hands, the towel didn't look like a fuckin' Maxie pad. Look, fuck it, alright. Who cares? But it's shit like this that's gonna bring this situation to a boil. If he were to come in here and see that towel like that... I'm tellin' you Vincent, you best be cool. 'Cause if I gotta get in to it with Jimmie on account of you... Look, I ain't threatenin' you, I respect you an' all, just don't put me in that position.",93
918,Jules,Jules,FALSE,FALSE,int. Nova (moving),morning,"Jules, you ask me nice like that, no problem. He's your friend, you handle him.",15
919,Jules,Jules,FALSE,FALSE,int. Jimmie's kitchen,morning,"Goddamn Jimmie, this is some serious gourmet shit. Me an' Vincent woulda been satisfied with freeze-dried Tasters Choice. You spring this gourmet fuckin' shit on us. What flavor is this?",30
920,Jimmie,Jimmie,FALSE,FALSE,int. Jimmie's kitchen,morning,"Knock it off, Julie.",4
921,Jules,Jules,FALSE,FALSE,int. Jimmie's kitchen,morning,What?,1
922,Jimmie,Jimmie,FALSE,FALSE,int. Jimmie's kitchen,morning,"I'm not a cobb or corn, so you can stop butterin' me up. I don't need you to tell me how good my coffee is. I'm the one who buys it, I know how fuckin' good it is. When Bonnie goes shoppin;, she buys shit. I buy the gourmet expensive stuff 'cause when I drink it, I wanna taste it. But what's on my mind at this moment isn't the coffee in my kitchen, it's the dead nigger in my garage.",81
923,Jules,Jules,FALSE,FALSE,int. Jimmie's kitchen,morning,Jimmie –,1
